prime,A,x0,trials
75318015631,27071538015,4350685405,23197
75318015631,7478025812,58875297192,75111
75318015631,40977832496,33155411791,13354
75318015631,26955187461,30111285490,62442
75318015631,16257605237,43077723120,71451
75318015631,39588368024,65003486985,61384
75318015631,16046844285,50412634245,19712
75318015631,13539834230,60151171059,62452
75318015631,75181517419,72966529110,48176
75318015631,26833494804,34968663706,14620
75328244527,58845955521,46864470353,114144
75328244527,53001937633,36385557819,23891
75328244527,35403560172,26953046475,2727
75328244527,16704734252,63081144412,172695
75328244527,9764411211,74543686596,7500
75328244527,21282551674,6722250990,71019
75328244527,47836041134,15647701775,9652
75328244527,17989758147,40161554202,2008
75328244527,21342203627,69430446986,123730
75328244527,13235516698,60867847258,113798
77183707681,38582386472,2233043283,37928
77183707681,70226778983,50035604054,79088
77183707681,48651491148,76148338593,203543
77183707681,76627679058,35128244584,375586
77183707681,58470635095,55470874759,376847
77183707681,49461409063,26522848044,45372
77183707681,16062541727,423490849,344235
77183707681,5173762630,36158448851,2098
77183707681,5785787728,70833488473,64844
77183707681,19709125791,68475388156,127575
