prime,A,x0,trials
62082786137,10063835092,26111109233,44397
62082786137,59564698794,39823279585,24558
62082786137,22764864772,26373943444,100076
62082786137,55360765015,14243361852,123681
62082786137,37798541671,48895658361,161103
62082786137,16052131370,26277522894,25844
62082786137,60928219656,19177600569,18526
62082786137,53946630603,43386559374,11326
62082786137,53452552817,47831794555,25266
62082786137,19477950308,37505903457,440045
62850999223,22370298660,44972831596,113753
62850999223,30064477311,5304601370,5963
62850999223,17520040618,58629741519,126306
62850999223,37398863975,40141941427,11548
62850999223,42203835874,15787027538,57689
62850999223,27335289003,27096422466,1458
62850999223,62849049760,30602053979,3513
62850999223,55162249736,44570008219,30101
62850999223,48231587691,13521475171,16754
62850999223,22076798435,56245796993,76318
64924824911,39496443048,37337413967,53767
64924824911,11350154753,29866724950,10218
64924824911,55353405742,30095655368,837
64924824911,4619906549,11883353114,50455
64924824911,63968917623,2916758662,8064
64924824911,20873621208,57183657229,10887
64924824911,51589201008,51106641685,8970
64924824911,37541417119,46166542189,11052
64924824911,32856992591,60085849025,40728
64924824911,42819636751,50654460760,12609
