prime,A,x0,trials
22399209691,7493057399,11680443803,76378
22399209691,4507184708,12957565982,21864
22399209691,11505118981,15367953094,2029
22399209691,9231139956,12705175179,9466
22399209691,12161772358,15552854329,169466
22399209691,13563856391,11255118962,122922
22399209691,892135448,14325594268,20616
22399209691,17647145624,2365148357,28186
22399209691,3253503517,913502931,29995
22399209691,8675238906,11837879000,4708
23393011709,15334030645,142711250,23
23393011709,19772053633,17729113481,56079
23393011709,7165895702,11742266920,11052
23393011709,2308353569,13345008327,4345
23393011709,15785084636,14125066235,45481
23393011709,14092362105,11562627668,4371
23393011709,17423317762,17508771891,6580
23393011709,8785184242,21731154528,97038
23393011709,1947907800,6110584398,32160
23393011709,21603577617,22792855603,46967
23562351821,21236532698,540541461,34377
23562351821,3578027759,4772108999,64390
23562351821,5600340864,6950265758,2418
23562351821,6596594533,23052312012,46685
23562351821,19936836030,8416416290,46233
23562351821,10935710651,17090473232,26237
23562351821,2997861157,20504104440,27484
23562351821,12061232252,6833687572,9402
23562351821,20469218545,4483234521,92547
23562351821,18483405580,17240981500,32808
