prime,A,x0,trials
182313613,157802275,38950111,254
182313613,155928098,139251479,794
182313613,43573205,3201412,6103
182313613,87183808,165650982,971
182313613,92046206,4276350,2382
182313613,73897078,52107790,203
182313613,148532224,143163304,3383
182313613,113529081,103922819,4919
182313613,91682242,61472829,443
182313613,12661913,172960192,268
183301117,58049707,19606424,7197
183301117,166421402,23150034,3341
183301117,15216424,90578624,1907
183301117,19305632,70572514,674
183301117,28850531,59862790,6977
183301117,1436988,54172286,445
183301117,79942093,44545451,2700
183301117,135708234,180546215,2724
183301117,48867404,35745041,2632
183301117,31283049,125962819,172
187753723,106316372,106560090,1183
187753723,46988063,136135783,5531
187753723,169742998,18599935,61
187753723,163024047,37703935,2802
187753723,159484002,2836263,1711
187753723,12616894,81438328,926
187753723,126902315,85857577,3236
187753723,12442399,139757647,2495
187753723,28720367,101506495,97
187753723,113690082,46955622,1106
