prime,A,x0,trials,param_a_count,param_b_avg
775552501,762603769,67512799,160,3.0,48587.61
775552501,590994366,216038607,3918,3.0,48587.61
775552501,163524984,612656111,4530,3.0,48587.61
775552501,538821622,136662554,2547,3.0,48587.61
775552501,475822117,686035171,33501,3.0,48587.61
775552501,354089840,16273516,2997,3.0,48587.61
775552501,643732196,305198538,7376,3.0,48587.61
775552501,108040905,505166157,4430,3.0,48587.61
775552501,490990234,110874778,7304,3.0,48587.61
775552501,563168407,219004370,1530,3.0,48587.61
778359781,61062459,140313105,7495,4.0,38362.93
778359781,393639034,639039151,4851,4.0,38362.93
778359781,494837413,27352832,24649,4.0,38362.93
778359781,725785483,532127905,8235,4.0,38362.93
778359781,60769074,174177734,11874,4.0,38362.93
778359781,135443953,584340955,5136,4.0,38362.93
778359781,359703886,287850992,4079,4.0,38362.93
778359781,291895647,14098469,1674,4.0,38362.93
778359781,420954553,86529120,2631,4.0,38362.93
778359781,608667241,776668114,2615,4.0,38362.93
792751831,166239079,334309570,1654,3.0,49029.94
792751831,659750591,606508898,766,3.0,49029.94
792751831,356145915,564075699,10743,3.0,49029.94
792751831,476608138,174082419,1693,3.0,49029.94
792751831,248936880,227475990,1797,3.0,49029.94
792751831,606084783,502753315,1517,3.0,49029.94
792751831,375815327,313645459,6397,3.0,49029.94
792751831,116256458,14373517,13763,3.0,49029.94
792751831,409207009,555852881,253,3.0,49029.94
792751831,733428978,43291395,1329,3.0,49029.94
