prime,A,x0,trials,param_a_count,param_b_avg
915878611,808985239,795052578,1878,4.0,46499.26
915878611,21548172,3983946,5244,4.0,46499.26
915878611,789392866,257358614,2348,4.0,46499.26
915878611,315791881,232233972,14872,4.0,46499.26
915878611,455840303,249223133,4929,4.0,46499.26
915878611,16945144,874583774,2388,4.0,46499.26
915878611,290402558,777164158,748,4.0,46499.26
915878611,743433037,39913916,1942,4.0,46499.26
915878611,823410242,716490954,2118,4.0,46499.26
915878611,199410006,632372080,3813,4.0,46499.26
940335587,18046718,542322769,684,4.0,45830.8
940335587,466827930,797527253,3725,4.0,45830.8
940335587,885903155,369664079,2568,4.0,45830.8
940335587,448068662,208597759,20,4.0,45830.8
940335587,25456106,892746775,1264,4.0,45830.8
940335587,551638251,338305741,3232,4.0,45830.8
940335587,249348618,371605942,658,4.0,45830.8
940335587,672303205,31748956,501,4.0,45830.8
940335587,237874266,554063902,131,4.0,45830.8
940335587,117981854,444186683,1037,4.0,45830.8
951815899,13561865,223658431,543,3.0,55254.94
951815899,28768188,732560778,6586,3.0,55254.94
951815899,760808401,865328882,667,3.0,55254.94
951815899,671180463,639115752,1989,3.0,55254.94
951815899,86700783,696090199,1682,3.0,55254.94
951815899,451003068,1586611,2978,3.0,55254.94
951815899,572109347,259506158,2400,3.0,55254.94
951815899,909338988,111694648,2588,3.0,55254.94
951815899,893904237,706271573,1773,3.0,55254.94
951815899,895462211,39270966,6808,3.0,55254.94
