prime,A,x0,trials,param_a_count,param_b_avg
103687079,30550458,99142183,8978,2.0,18617.03
103687079,7587759,49041173,3536,2.0,18617.03
103687079,4229595,82258757,3651,2.0,18617.03
103687079,95679735,43035625,153,2.0,18617.03
103687079,69634182,69620537,1356,2.0,18617.03
103687079,35945380,83695459,112,2.0,18617.03
103687079,21495170,63510884,7481,2.0,18617.03
103687079,87094059,82533471,359,2.0,18617.03
103687079,23482340,66124145,5658,2.0,18617.03
103687079,93899489,12448788,2410,2.0,18617.03
109702529,60127902,16258696,1189,2.0,18907.64
109702529,100528525,11097659,498,2.0,18907.64
109702529,97990180,27754687,980,2.0,18907.64
109702529,8397808,94472785,190,2.0,18907.64
109702529,38608978,38759774,21,2.0,18907.64
109702529,39958329,98413536,432,2.0,18907.64
109702529,68560317,27537356,859,2.0,18907.64
109702529,2849967,47122242,2540,2.0,18907.64
109702529,54855911,29302679,1552,2.0,18907.64
109702529,66789176,74546019,116,2.0,18907.64
109737701,23132241,13466905,6118,3.0,15259.81
109737701,43456890,77560424,1612,3.0,15259.81
109737701,69303736,69727549,3874,3.0,15259.81
109737701,40507529,26902765,328,3.0,15259.81
109737701,97972098,60772446,773,3.0,15259.81
109737701,90415362,61687518,9656,3.0,15259.81
109737701,65286035,93897667,280,3.0,15259.81
109737701,92258644,22290367,1228,3.0,15259.81
109737701,14125865,30273751,2579,3.0,15259.81
109737701,103523474,18301037,1857,3.0,15259.81
