prime,A,x0,trials,param_a_count,param_b_avg
195454289,54875578,40871681,2478,4.0,19855.08
195454289,181799097,128335289,6623,4.0,19855.08
195454289,11141149,86009018,669,4.0,19855.08
195454289,151294992,98831862,1588,4.0,19855.08
195454289,138692534,10418276,2998,4.0,19855.08
195454289,172467530,104270172,1862,4.0,19855.08
195454289,149119958,106841455,2561,4.0,19855.08
195454289,12077343,65273963,1273,4.0,19855.08
195454289,33054994,97732538,4355,4.0,19855.08
195454289,122726381,121236234,2938,4.0,19855.08
196468561,73867356,107824355,4121,4.0,20145.58
196468561,175200621,41993274,139,4.0,20145.58
196468561,40149642,88601379,5872,4.0,20145.58
196468561,55329859,35378111,1550,4.0,20145.58
196468561,97833910,20982194,3094,4.0,20145.58
196468561,24767368,189340455,68,4.0,20145.58
196468561,167800682,135534934,830,4.0,20145.58
196468561,35107858,90412841,9964,4.0,20145.58
196468561,189379063,153958202,664,4.0,20145.58
196468561,185957518,55080474,388,4.0,20145.58
212835841,168627436,99223440,2024,4.0,21849.19
212835841,73617234,192383289,4839,4.0,21849.19
212835841,39603132,7131133,5485,4.0,21849.19
212835841,68425290,191718893,2961,4.0,21849.19
212835841,90096097,36399926,4982,4.0,21849.19
212835841,11991663,169725346,620,4.0,21849.19
212835841,149607807,4179867,3719,4.0,21849.19
212835841,45439055,158967083,4612,4.0,21849.19
212835841,84207514,107278710,5078,4.0,21849.19
212835841,165213466,101136861,4042,4.0,21849.19
