prime,A,x0,trials
137,119,118,8
137,18,101,6
137,125,87,15
137,31,40,2
137,40,112,2
137,124,65,15
137,12,107,13
137,13,65,1
137,40,126,3
137,13,49,22
137,18,44,1
137,124,123,10
137,3,61,2
137,81,21,1
137,56,33,2
137,125,63,8
137,47,80,2
137,18,19,2
137,106,69,2
137,74,88,9
149,67,38,13
149,42,78,8
149,82,23,2
149,82,13,2
149,111,106,30
149,39,7,30
149,38,137,4
149,42,23,3
149,39,64,3
149,39,129,11
149,32,11,3
149,110,28,2
149,65,3,1
149,111,141,3
149,62,142,4
149,39,63,20
149,97,75,3
149,130,71,5
149,87,7,1
149,97,58,5
173,154,59,4
173,24,163,8
173,87,146,6
173,54,7,6
173,71,94,14
173,3,153,3
173,54,30,7
173,160,31,7
173,121,116,3
173,7,131,4
173,149,49,2
173,24,22,15
173,141,160,11
173,87,129,3
173,3,101,2
173,71,103,1
173,85,16,1
173,157,87,5
173,170,161,12
173,119,125,3
179,59,55,1
179,92,92,3
179,104,176,2
179,87,48,5
179,94,59,2
179,59,152,1
179,98,159,1
179,80,98,6
179,47,138,2
179,124,29,1
179,107,36,2
179,151,46,3
179,59,42,2
179,142,129,5
179,113,176,1
179,81,9,1
179,170,42,2
179,99,156,1
179,147,60,3
179,140,124,1
227,220,140,2
227,159,146,5
227,8,123,2
227,220,106,5
227,129,109,16
227,38,78,1
227,189,150,7
227,48,77,7
227,202,220,7
227,131,145,14
227,60,210,8
227,60,109,4
227,19,29,17
227,20,175,2
227,96,21,1
227,220,149,5
227,153,192,8
227,167,118,3
227,159,194,1
227,38,195,11
271,12,150,2
271,139,119,8
271,246,139,1
271,198,268,4
271,107,154,15
271,51,26,3
271,203,231,14
271,147,182,2
271,159,32,1
271,97,91,3
271,75,267,2
271,75,235,4
271,75,143,15
271,70,30,1
271,205,267,3
271,246,244,10
271,97,84,5
271,112,239,3
271,124,14,1
271,103,170,1
443,213,128,4
443,138,51,1
443,298,281,1
443,103,331,2
443,408,198,8
443,160,63,5
443,9,74,2
443,37,135,1
443,82,265,3
443,7,436,3
443,7,253,2
443,282,81,3
443,160,257,6
443,28,56,1
443,370,418,3
443,305,304,6
443,160,212,5
443,73,253,1
443,96,313,2
443,186,46,3
487,22,199,8
487,285,136,1
487,228,186,3
487,293,77,9
487,96,118,3
487,58,90,6
487,438,276,7
487,58,3,6
487,135,203,3
487,283,260,2
487,259,322,17
487,23,430,4
487,70,195,5
487,49,355,2
487,111,485,5
487,376,336,5
487,58,267,1
487,23,91,8
487,372,454,4
487,354,84,5
677,378,313,3
677,288,634,30
677,271,543,9
677,358,334,7
677,580,57,4
677,670,319,5
677,364,273,11
677,560,268,3
677,282,575,10
677,115,80,4
677,516,99,41
677,136,646,21
677,562,73,13
677,260,454,23
677,493,432,27
677,219,403,5
677,541,116,17
677,7,49,4
677,493,75,9
677,260,196,4
773,528,689,3
773,282,703,2
773,363,434,4
773,732,377,8
773,167,648,5
773,477,749,4
773,439,326,3
773,541,719,1
773,329,235,1
773,118,142,1
773,451,706,7
773,123,716,3
773,133,735,9
773,452,399,1
773,271,170,3
773,179,313,7
773,487,326,6
773,271,586,8
773,623,593,2
773,111,614,1
1433,1375,437,6
1433,546,693,45
1433,505,621,15
1433,1031,40,1
1433,546,1294,14
1433,505,650,16
1433,216,12,61
1433,1352,312,6
1433,1257,998,12
1433,1217,1148,13
1433,757,932,3
1433,1372,1104,23
1433,1155,763,40
1433,1295,316,80
1433,278,1036,24
1433,1394,377,6
1433,61,21,22
1433,1018,840,15
1433,398,429,39
1433,456,759,13
1709,1681,580,20
1709,69,420,19
1709,1221,608,23
1709,1110,1378,7
1709,656,356,2
1709,243,126,22
1709,935,1026,6
1709,243,972,16
1709,940,597,12
1709,1704,864,9
1709,1096,444,2
1709,1348,151,47
1709,1379,1259,7
1709,330,306,2
1709,899,1073,8
1709,203,1038,2
1709,270,82,51
1709,488,385,23
1709,1332,431,25
1709,774,967,17
1861,997,462,24
1861,82,905,20
1861,353,1085,3
1861,1085,319,8
1861,1741,1439,6
1861,781,426,14
1861,1387,625,1
1861,674,928,5
1861,896,114,9
1861,465,883,3
1861,1686,1206,1
1861,939,600,10
1861,1814,187,35
1861,962,1820,7
1861,1689,345,1
1861,1325,1456,6
1861,1493,764,3
1861,989,497,8
1861,1493,874,8
1861,1407,1432,4
2711,1290,980,33
2711,126,340,62
2711,1942,2244,18
2711,1655,2420,22
2711,1468,1094,18
2711,2044,1025,1
2711,534,1617,4
2711,855,516,45
2711,1638,1919,14
2711,1513,1406,8
2711,1310,1484,6
2711,764,546,34
2711,764,1338,1
2711,2085,193,1
2711,1236,1225,43
2711,804,828,3
2711,1221,808,37
2711,813,2236,19
2711,1164,2671,60
2711,1979,1438,13
3527,2212,435,13
3527,673,3319,17
3527,3045,516,1
3527,1212,3344,6
3527,17,1665,3
3527,703,760,9
3527,1062,1787,23
3527,247,2515,14
3527,1871,3353,50
3527,3054,2664,19
3527,523,2779,12
3527,2313,1287,2
3527,1496,458,1
3527,1817,2789,32
3527,2854,1025,17
3527,1816,756,15
3527,1739,1670,2
3527,2925,1236,9
3527,3051,1565,13
3527,2194,2098,5
4003,2726,1902,16
4003,2243,3509,1
4003,2150,2742,23
4003,1903,3706,37
4003,7,1189,24
4003,2248,2199,100
4003,3607,414,28
4003,3465,294,19
