prime,A,x0,trials
5142493,2516740,1502890,694
5142493,829926,4634213,855
5142493,3848180,99261,1011
5142493,1983232,2044521,231
5142493,2208287,2694343,645
5142493,4048720,1594142,358
5142493,4831651,2070879,3212
5142493,2788509,1045579,53
5142493,1363050,1604304,808
5142493,4318262,1646564,1332
5198119,2028074,1622333,132
5198119,4421200,148624,188
5198119,4114050,1074193,641
5198119,4386797,416368,255
5198119,4065404,4137383,119
5198119,1298161,1700128,280
5198119,2586075,3411124,644
5198119,3751970,4073697,11
5198119,605512,4437980,749
5198119,2113988,1026565,365
5497043,1637796,316423,353
5497043,850641,4297748,544
5497043,5345585,1817746,751
5497043,3944712,3989839,475
5497043,2100073,3789610,1479
5497043,458172,3433262,651
5497043,4088234,2629104,790
5497043,3620322,3812407,2559
5497043,3957384,1630458,211
5497043,1688410,3040349,639
