prime,A,x0,trials
1235369,33041,199845,107
1235369,410543,940120,501
1235369,898505,585088,149
1235369,661688,503167,495
1235369,246944,120716,1200
1235369,914801,735490,205
1235369,381626,1141091,891
1235369,1232429,279761,281
1235369,46421,454091,824
1235369,943128,337534,1443
1244953,903237,259980,865
1244953,115116,709116,78
1244953,861088,703347,502
1244953,76818,14400,81
1244953,470991,832570,337
1244953,63510,1130511,446
1244953,807898,1094366,183
1244953,1159132,29610,613
1244953,799023,875485,229
1244953,634677,213876,27
1288597,43492,1214594,161
1288597,165630,328712,94
1288597,134090,589145,15
1288597,1220256,328030,199
1288597,631112,634516,94
1288597,765312,459599,186
1288597,680022,73886,30
1288597,840461,754634,43
1288597,1176556,523693,1079
1288597,1168305,510985,107
