prime,A,x0,trials
2410867,1810874,112858,65
2410867,486994,2369746,103
2410867,138257,332442,151
2410867,2149840,1262121,145
2410867,1120985,882934,149
2410867,639765,779979,321
2410867,1490263,630914,858
2410867,417407,1173895,78
2410867,1224600,296133,2
2410867,637652,954381,38
2441599,481824,582739,972
2441599,440157,1614051,438
2441599,2085175,357680,119
2441599,303782,191296,105
2441599,1606110,2111103,436
2441599,88283,1557000,442
2441599,1411304,568883,23
2441599,1716387,1456596,507
2441599,1656633,58576,340
2441599,1710064,791984,974
2571713,2432447,782382,124
2571713,2042146,160031,66
2571713,393286,2430541,305
2571713,1877313,1048129,2261
2571713,804093,498638,285
2571713,915078,1866565,130
2571713,148407,722428,363
2571713,1110586,6708,723
2571713,2167026,1249922,269
2571713,2212146,1273519,507
