prime,A,x0,trials
1826059,1528234,212118,852
1826059,230259,371135,371
1826059,231488,1165090,525
1826059,955990,1364505,62
1826059,818560,518160,39
1826059,1445654,1807230,478
1826059,1801385,932979,308
1826059,522425,1227150,181
1826059,1447747,1175780,855
1826059,142269,785646,33
1863151,852470,1512374,127
1863151,715880,781275,1099
1863151,1447730,1251615,132
1863151,211295,1167254,436
1863151,915634,137743,436
1863151,524807,191704,510
1863151,1732969,1649353,121
1863151,1020929,692369,91
1863151,435145,1070245,71
1863151,837295,894016,314
1933823,1754925,890560,158
1933823,825873,780778,7
1933823,724336,1781213,186
1933823,566144,1619957,453
1933823,230318,925098,993
1933823,1429588,1328195,377
1933823,866119,1823778,171
1933823,414102,1581976,277
1933823,502772,145625,228
1933823,319400,476322,114
