prime,A,x0,trials
8197921,5336780,339465,194
8197921,3028856,5459819,1100
8197921,3492000,4515126,1196
8197921,4345130,2083999,212
8197921,5759843,6134459,514
8197921,7915680,7587504,1398
8197921,7804161,7014301,772
8197921,2299958,690815,138
8197921,5675592,4790372,32
8197921,2314313,1017008,782
8671711,5575384,3699580,250
8671711,809476,6393412,416
8671711,5110422,8260880,48
8671711,6860469,6227294,374
8671711,442859,6602329,831
8671711,2872831,6477961,1191
8671711,7482474,2669588,154
8671711,2590267,7140316,597
8671711,697935,6333986,467
8671711,8246801,6357235,575
8716243,7103385,6227316,1146
8716243,5688285,7848148,366
8716243,2988033,139359,1826
8716243,7790022,6792749,509
8716243,1164663,5013848,333
8716243,5468786,7120604,186
8716243,6194848,2980272,1030
8716243,2277693,1161967,416
8716243,4522850,3147488,148
8716243,4256959,4744432,89
