prime,A,x0,trials,param_a_count,param_b_avg
17909,14700,3780,130,3.0,134.19
17909,1468,16122,10,3.0,134.19
17909,8737,5712,1,3.0,134.19
17909,7280,554,7,3.0,134.19
17909,7682,13975,11,3.0,134.19
17909,17219,13238,31,3.0,134.19
17909,17167,13324,4,3.0,134.19
17909,15826,15840,41,3.0,134.19
17909,3362,15355,16,3.0,134.19
17909,2952,4493,48,3.0,134.19
18919,1439,13704,8,2.0,210.93
18919,647,14627,32,2.0,210.93
18919,1871,139,23,2.0,210.93
18919,14870,11492,10,2.0,210.93
18919,8666,16465,59,2.0,210.93
18919,15992,9550,29,2.0,210.93
18919,7806,13317,10,2.0,210.93
18919,3967,8930,29,2.0,210.93
18919,6983,6032,2,2.0,210.93
18919,12098,2486,21,2.0,210.93
19267,15399,5280,41,2.0,236.71
19267,3656,12237,26,2.0,236.71
19267,9855,14079,36,2.0,236.71
19267,10998,49,58,2.0,236.71
19267,13467,14061,15,2.0,236.71
19267,1137,12393,12,2.0,236.71
19267,12654,6086,4,2.0,236.71
19267,1689,19055,75,2.0,236.71
19267,8969,15610,20,2.0,236.71
19267,14880,4052,68,2.0,236.71
