prime,A,x0,trials,param_a_count,param_b_avg
20023,1506,10319,28,2.0,238.82
20023,15284,9568,20,2.0,238.82
20023,10672,1931,28,2.0,238.82
20023,6082,734,5,2.0,238.82
20023,6266,5022,27,2.0,238.82
20023,1934,9616,12,2.0,238.82
20023,6763,2263,17,2.0,238.82
20023,2257,17365,23,2.0,238.82
20023,19423,16176,26,2.0,238.82
20023,9227,18954,15,2.0,238.82
20201,17313,8809,54,3.0,168.04
20201,20028,9570,28,3.0,168.04
20201,18400,3543,7,3.0,168.04
20201,17614,12234,5,3.0,168.04
20201,15641,9863,5,3.0,168.04
20201,16584,9610,58,3.0,168.04
20201,3578,5473,147,3.0,168.04
20201,1494,11867,49,3.0,168.04
20201,12199,17750,271,3.0,168.04
20201,11916,9956,5,3.0,168.04
20249,3645,2074,15,3.0,163.13
20249,8009,351,77,3.0,163.13
20249,108,16163,50,3.0,163.13
20249,9032,11493,8,3.0,163.13
20249,4310,17586,4,3.0,163.13
20249,11217,8322,1,3.0,163.13
20249,4547,7581,64,3.0,163.13
20249,2137,19788,21,3.0,163.13
20249,14940,17895,39,3.0,163.13
20249,3361,14800,31,3.0,163.13
