prime,A,x0,trials,param_a_count,param_b_avg
85439,14611,24405,377,3.0,352.18
85439,1964,12437,49,3.0,352.18
85439,45873,80919,71,3.0,352.18
85439,41927,43841,79,3.0,352.18
85439,2131,80385,45,3.0,352.18
85439,69835,8435,63,3.0,352.18
85439,28267,49891,15,3.0,352.18
85439,47092,25680,78,3.0,352.18
85439,41041,48520,139,3.0,352.18
85439,72689,23570,38,3.0,352.18
85847,78425,50624,10,2.0,517.9
85847,74151,12919,8,2.0,517.9
85847,75095,45174,18,2.0,517.9
85847,54564,41841,12,2.0,517.9
85847,48923,38158,39,2.0,517.9
85847,28932,14122,42,2.0,517.9
85847,52741,40706,52,2.0,517.9
85847,37516,13186,10,2.0,517.9
85847,21956,75244,9,2.0,517.9
85847,11995,64405,19,2.0,517.9
86131,17039,61435,49,2.0,504.32
86131,81086,9876,23,2.0,504.32
86131,75306,56836,1,2.0,504.32
86131,29403,51783,48,2.0,504.32
86131,74902,74290,147,2.0,504.32
86131,17586,28103,29,2.0,504.32
86131,24054,7846,71,2.0,504.32
86131,71972,2193,24,2.0,504.32
86131,67819,19812,14,2.0,504.32
86131,4547,53251,40,2.0,504.32
