prime,A,x0,trials,param_a_count,param_b_avg
61609,3677,22592,70,2.0,413.11
61609,37037,59498,58,2.0,413.11
61609,3048,38227,24,2.0,413.11
61609,36231,29117,211,2.0,413.11
61609,23578,51530,88,2.0,413.11
61609,45140,17090,15,2.0,413.11
61609,21755,33769,17,2.0,413.11
61609,1970,13737,2,2.0,413.11
61609,34279,53572,41,2.0,413.11
61609,273,25962,21,2.0,413.11
63113,38670,62426,56,2.0,409.32
63113,62584,22697,37,2.0,409.32
63113,47122,54261,75,2.0,409.32
63113,6766,40952,51,2.0,409.32
63113,56235,47360,65,2.0,409.32
63113,31590,26144,99,2.0,409.32
63113,54112,51866,158,2.0,409.32
63113,62676,8441,116,2.0,409.32
63113,45225,2475,140,2.0,409.32
63113,48903,24419,34,2.0,409.32
65519,59980,12684,45,2.0,319.21
65519,40058,62647,52,2.0,319.21
65519,8963,4790,43,2.0,319.21
65519,10084,26662,92,2.0,319.21
65519,58695,45730,144,2.0,319.21
65519,7385,44370,35,2.0,319.21
65519,49638,63397,17,2.0,319.21
65519,59240,49907,22,2.0,319.21
65519,7344,53272,64,2.0,319.21
65519,3172,3405,37,2.0,319.21
