prime,A,x0,trials,param_a_count,param_b_avg
69697,36064,34566,58,2.0,403.24
69697,39508,60478,133,2.0,403.24
69697,69584,29660,42,2.0,403.24
69697,41282,36024,1,2.0,403.24
69697,29664,24792,58,2.0,403.24
69697,31402,47238,22,2.0,403.24
69697,21058,33729,1,2.0,403.24
69697,51619,57820,35,2.0,403.24
69697,5353,53591,25,2.0,403.24
69697,55976,42203,41,2.0,403.24
70663,15289,52839,70,3.0,270.5
70663,35294,17223,17,3.0,270.5
70663,47661,38344,231,3.0,270.5
70663,28566,32890,164,3.0,270.5
70663,38659,59067,102,3.0,270.5
70663,49757,32122,127,3.0,270.5
70663,17553,53719,2,3.0,270.5
70663,21781,66768,191,3.0,270.5
70663,66605,38511,15,3.0,270.5
70663,58522,6668,31,3.0,270.5
71593,7290,9927,82,2.0,426.03
71593,71550,9517,3,2.0,426.03
71593,61329,68848,12,2.0,426.03
71593,31738,139,76,2.0,426.03
71593,61239,46387,6,2.0,426.03
71593,60890,35000,11,2.0,426.03
71593,61656,49592,13,2.0,426.03
71593,58285,58368,137,2.0,426.03
71593,216,30013,25,2.0,426.03
71593,9568,16964,6,2.0,426.03
