prime,A,x0,trials,param_a_count,param_b_avg
28949,24579,10701,81,3.0,260.96
28949,26031,12695,31,3.0,260.96
28949,2419,23747,70,3.0,260.96
28949,24670,22888,4,3.0,260.96
28949,5134,27743,1,3.0,260.96
28949,8230,14612,27,3.0,260.96
28949,18747,13470,53,3.0,260.96
28949,12788,15420,10,3.0,260.96
28949,25356,28855,78,3.0,260.96
28949,1353,6519,2,3.0,260.96
30091,17015,16896,4,2.0,322.2
30091,1006,11360,9,2.0,322.2
30091,24693,22955,3,2.0,322.2
30091,27571,12387,7,2.0,322.2
30091,20053,24896,38,2.0,322.2
30091,27655,28552,16,2.0,322.2
30091,6984,16702,30,2.0,322.2
30091,24159,5054,34,2.0,322.2
30091,22165,22471,24,2.0,322.2
30091,21033,25914,32,2.0,322.2
30133,19686,1908,70,3.0,247.57
30133,18435,9268,147,3.0,247.57
30133,498,70,14,3.0,247.57
30133,22367,4432,6,3.0,247.57
30133,10248,26737,84,3.0,247.57
30133,5785,13828,47,3.0,247.57
30133,16905,9275,18,3.0,247.57
30133,10199,20751,28,3.0,247.57
30133,27441,23613,15,3.0,247.57
30133,1812,13302,3,3.0,247.57
