prime,A,x0,trials,param_a_count,param_b_avg
32069,19845,25891,16,3.0,268.55
32069,17396,15099,14,3.0,268.55
32069,3150,359,23,3.0,268.55
32069,18969,9616,50,3.0,268.55
32069,4871,22343,96,3.0,268.55
32069,27894,2567,14,3.0,268.55
32069,10512,12580,1,3.0,268.55
32069,29006,31377,21,3.0,268.55
32069,7771,447,14,3.0,268.55
32069,19536,10208,115,3.0,268.55
32933,28627,14021,22,3.0,261.33
32933,25588,26435,60,3.0,261.33
32933,13802,8709,27,3.0,261.33
32933,25159,30325,52,3.0,261.33
32933,28994,12743,48,3.0,261.33
32933,6871,16397,37,3.0,261.33
32933,18450,1451,26,3.0,261.33
32933,2146,12336,3,3.0,261.33
32933,12771,16391,63,3.0,261.33
32933,22789,1110,10,3.0,261.33
33013,30192,23713,12,3.0,292.76
33013,16830,27661,12,3.0,292.76
33013,15253,5587,60,3.0,292.76
33013,20444,31869,25,3.0,292.76
33013,17818,25747,15,3.0,292.76
33013,31961,4720,74,3.0,292.76
33013,18054,4385,39,3.0,292.76
33013,28604,8354,5,3.0,292.76
33013,6287,31431,6,3.0,292.76
33013,18254,25385,26,3.0,292.76
