prime,A,x0,trials,param_a_count,param_b_avg
14071,1985,11896,15,1.0,237.11
14071,12654,13481,111,1.0,237.11
14071,3396,11894,176,1.0,237.11
14071,9057,8200,40,1.0,237.11
14071,1048,13353,34,1.0,237.11
14071,12751,7557,35,1.0,237.11
14071,8543,2440,8,1.0,237.11
14071,10675,5006,3,1.0,237.11
14071,3588,2708,45,1.0,237.11
14071,519,1212,54,1.0,237.11
14087,4695,5724,230,1.0,237.24
14087,11408,304,4,1.0,237.24
14087,13225,5530,161,1.0,237.24
14087,8120,11407,197,1.0,237.24
14087,12490,3288,12,1.0,237.24
14087,8746,12498,44,1.0,237.24
14087,12488,760,44,1.0,237.24
14087,1597,7962,218,1.0,237.24
14087,2450,7798,9,1.0,237.24
14087,10856,6562,397,1.0,237.24
14243,13836,3441,12,2.0,196.83
14243,5822,9156,147,2.0,196.83
14243,1898,7556,65,2.0,196.83
14243,8345,12717,25,2.0,196.83
14243,9586,11058,17,2.0,196.83
14243,12522,6003,27,2.0,196.83
14243,6802,8,27,2.0,196.83
14243,5898,553,55,2.0,196.83
14243,13313,12450,85,2.0,196.83
14243,4569,8773,7,2.0,196.83
