prime,A,x0,trials,param_a_count,param_b_avg
38971,30325,26237,11,3.0,323.22
38971,35352,22190,5,3.0,323.22
38971,15138,2868,12,3.0,323.22
38971,215,26603,42,3.0,323.22
38971,7460,20896,16,3.0,323.22
38971,20018,7775,71,3.0,323.22
38971,37311,17971,35,3.0,323.22
38971,32047,9333,13,3.0,323.22
38971,30990,32934,10,3.0,323.22
38971,36609,32232,108,3.0,323.22
39541,36915,16493,6,4.0,235.53
39541,26536,3996,86,4.0,235.53
39541,27828,13967,5,4.0,235.53
39541,23846,3133,42,4.0,235.53
39541,12947,38449,50,4.0,235.53
39541,10455,17280,2,4.0,235.53
39541,21762,11226,55,4.0,235.53
39541,5033,13810,1,4.0,235.53
39541,20319,2160,33,4.0,235.53
39541,17893,9654,27,4.0,235.53
40009,9153,35275,37,3.0,325.17
40009,7825,329,56,3.0,325.17
40009,5238,17941,10,3.0,325.17
40009,27736,10875,46,3.0,325.17
40009,15409,20154,20,3.0,325.17
40009,36738,14037,14,3.0,325.17
40009,13429,6200,24,3.0,325.17
40009,21587,13159,30,3.0,325.17
40009,10339,3321,25,3.0,325.17
40009,19880,10850,22,3.0,325.17
