prime,A,x0,trials,param_a_count,param_b_avg
6793,2307,6618,56,3.0,123.26
6793,4850,3116,9,3.0,123.26
6793,5552,6004,7,3.0,123.26
6793,3527,5533,30,3.0,123.26
6793,350,4613,32,3.0,123.26
6793,1504,1313,6,3.0,123.26
6793,3976,6726,20,3.0,123.26
6793,5053,2237,50,3.0,123.26
6793,3390,399,84,3.0,123.26
6793,4943,2424,42,3.0,123.26
6917,191,5479,13,3.0,125.95
6917,2046,3973,27,3.0,125.95
6917,6604,3740,53,3.0,125.95
6917,2236,2368,34,3.0,125.95
6917,6309,472,45,3.0,125.95
6917,3958,2427,25,3.0,125.95
6917,4446,3768,56,3.0,125.95
6917,4416,4174,13,3.0,125.95
6917,4410,3111,98,3.0,125.95
6917,6093,4125,62,3.0,125.95
7307,6807,4792,2,3.0,131.42
7307,5579,5664,3,3.0,131.42
7307,1854,6350,11,3.0,131.42
7307,1054,2873,18,3.0,131.42
7307,6557,5753,36,3.0,131.42
7307,114,3078,6,3.0,131.42
7307,5289,1011,58,3.0,131.42
7307,3283,6102,7,3.0,131.42
7307,4162,6574,5,3.0,131.42
7307,4037,2086,13,3.0,131.42
