prime,A,x0,trials,param_a_count,param_b_avg
1621,1222,112,14,2.0,73.08
1621,882,160,6,2.0,73.08
1621,890,81,47,2.0,73.08
1621,890,867,2,2.0,73.08
1621,533,761,3,2.0,73.08
1621,1141,1531,27,2.0,73.08
1621,1088,953,5,2.0,73.08
1621,1412,1112,8,2.0,73.08
1621,868,383,18,2.0,73.08
1621,1516,167,3,2.0,73.08
1667,718,1060,5,3.0,60.72
1667,1320,606,11,3.0,60.72
1667,1598,681,23,3.0,60.72
1667,803,728,4,3.0,60.72
1667,241,1643,9,3.0,60.72
1667,1493,699,23,3.0,60.72
1667,129,1619,2,3.0,60.72
1667,1232,324,13,3.0,60.72
1667,1493,959,4,3.0,60.72
1667,72,101,13,3.0,60.72
1721,841,1708,8,3.0,62.21
1721,1080,1309,4,3.0,62.21
1721,281,1482,2,3.0,62.21
1721,527,328,18,3.0,62.21
1721,808,1269,4,3.0,62.21
1721,952,409,5,3.0,62.21
1721,719,693,22,3.0,62.21
1721,1434,1066,17,3.0,62.21
1721,196,288,8,3.0,62.21
1721,808,830,6,3.0,62.21
