prime,A,x0,trials,param_a_count,param_b_avg
2069,638,620,23,3.0,66.21
2069,1018,216,12,3.0,66.21
2069,1570,1208,23,3.0,66.21
2069,778,1250,17,3.0,66.21
2069,1285,1344,14,3.0,66.21
2069,1664,1021,9,3.0,66.21
2069,1479,1774,14,3.0,66.21
2069,1664,1105,28,3.0,66.21
2069,978,1765,1,3.0,66.21
2069,2065,1826,1,3.0,66.21
2099,1410,1902,7,3.0,72.49
2099,1025,1307,13,3.0,72.49
2099,1627,77,5,3.0,72.49
2099,803,1033,2,3.0,72.49
2099,1761,1916,2,3.0,72.49
2099,250,637,20,3.0,72.49
2099,2041,1430,10,3.0,72.49
2099,1178,468,17,3.0,72.49
2099,1181,1955,4,3.0,72.49
2099,977,1728,7,3.0,72.49
2143,1027,2043,3,2.0,86.88
2143,1932,84,2,2.0,86.88
2143,958,14,16,2.0,86.88
2143,1810,829,45,2.0,86.88
2143,1379,58,18,2.0,86.88
2143,1116,2044,5,2.0,86.88
2143,2106,858,15,2.0,86.88
2143,1243,602,6,2.0,86.88
2143,1509,488,2,2.0,86.88
2143,1849,1328,20,2.0,86.88
