prime,A,x0,trials,param_a_count,param_b_avg
3833,3667,2967,2,2.0,72.42
3833,3694,553,63,2.0,72.42
3833,890,574,5,2.0,72.42
3833,2220,2964,6,2.0,72.42
3833,2187,3435,33,2.0,72.42
3833,1006,3024,37,2.0,72.42
3833,3172,1222,3,2.0,72.42
3833,514,2928,2,2.0,72.42
3833,287,1878,16,2.0,72.42
3833,1883,3453,26,2.0,72.42
4027,4020,3850,7,2.0,109.5
4027,3780,3519,8,2.0,109.5
4027,2678,2549,1,2.0,109.5
4027,2115,2820,20,2.0,109.5
4027,1792,2480,6,2.0,109.5
4027,2408,1396,6,2.0,109.5
4027,140,2787,23,2.0,109.5
4027,1790,3896,7,2.0,109.5
4027,3823,3938,9,2.0,109.5
4027,2129,1914,21,2.0,109.5
4177,1710,1928,49,2.0,110.36
4177,73,4063,25,2.0,110.36
4177,1734,715,29,2.0,110.36
4177,1905,3388,2,2.0,110.36
4177,152,1831,10,2.0,110.36
4177,2031,1851,2,2.0,110.36
4177,2688,3594,29,2.0,110.36
4177,1785,79,10,2.0,110.36
4177,1543,3254,31,2.0,110.36
4177,1001,1843,16,2.0,110.36
