prime,A,x0,trials,param_a_count,param_b_avg
7457,3369,193,247,3.0,124.69
7457,1694,6763,33,3.0,124.69
7457,6197,1763,33,3.0,124.69
7457,2972,5854,19,3.0,124.69
7457,3237,6307,8,3.0,124.69
7457,5919,3364,15,3.0,124.69
7457,7295,4903,34,3.0,124.69
7457,1600,2783,60,3.0,124.69
7457,7339,1572,56,3.0,124.69
7457,1492,3077,31,3.0,124.69
7883,7677,4276,156,2.0,165.14
7883,2230,1024,33,2.0,165.14
7883,6021,606,19,2.0,165.14
7883,2625,1251,14,2.0,165.14
7883,5654,1955,15,2.0,165.14
7883,2115,474,6,2.0,165.14
7883,7361,6107,17,2.0,165.14
7883,687,5867,7,2.0,165.14
7883,7812,7045,4,2.0,165.14
7883,6509,4799,21,2.0,165.14
8179,3841,7602,23,3.0,144.59
8179,4340,4500,7,3.0,144.59
8179,4194,6334,2,3.0,144.59
8179,4194,4192,12,3.0,144.59
8179,3912,7733,38,3.0,144.59
8179,1142,5300,1,3.0,144.59
8179,624,1505,40,3.0,144.59
8179,3319,1289,8,3.0,144.59
8179,3664,5521,19,3.0,144.59
8179,4505,7330,63,3.0,144.59
