prime,A,x0,trials,param_a_count,param_b_avg
3593,100,667,2,2.0,70.32
3593,1143,2198,11,2.0,70.32
3593,244,1948,19,2.0,70.32
3593,2616,3041,1,2.0,70.32
3593,495,3303,19,2.0,70.32
3593,575,2755,13,2.0,70.32
3593,3490,2341,53,2.0,70.32
3593,1583,2668,11,2.0,70.32
3593,246,3051,6,2.0,70.32
3593,2911,2642,55,2.0,70.32
3709,2114,884,64,1.0,121.79
3709,589,1845,4,1.0,121.79
3709,3366,2953,73,1.0,121.79
3709,110,123,24,1.0,121.79
3709,1545,3581,23,1.0,121.79
3709,2585,3619,6,1.0,121.79
3709,799,2904,29,1.0,121.79
3709,1545,3177,6,1.0,121.79
3709,1346,2163,37,1.0,121.79
3709,1323,1550,94,1.0,121.79
3727,1004,2731,5,2.0,84.83
3727,1242,586,10,2.0,84.83
3727,1363,3181,2,2.0,84.83
3727,410,3291,19,2.0,84.83
3727,2157,2519,30,2.0,84.83
3727,2667,641,25,2.0,84.83
3727,972,1831,7,2.0,84.83
3727,3655,1287,8,2.0,84.83
3727,1240,1484,12,2.0,84.83
3727,301,272,26,2.0,84.83
