prime,A,x0,trials,param_a_count,param_b_avg
2381,593,1450,24,3.0,79.68
2381,1832,877,3,3.0,79.68
2381,949,382,2,3.0,79.68
2381,135,1608,7,3.0,79.68
2381,537,1048,4,3.0,79.68
2381,1804,54,27,3.0,79.68
2381,739,2039,1,3.0,79.68
2381,2055,1720,5,3.0,79.68
2381,1340,2311,3,3.0,79.68
2381,1608,1359,7,3.0,79.68
2551,1416,1137,5,1.0,100.7
2551,1506,2238,28,1.0,100.7
2551,910,255,1,1.0,100.7
2551,320,316,29,1.0,100.7
2551,785,1139,7,1.0,100.7
2551,271,1652,10,1.0,100.7
2551,104,482,24,1.0,100.7
2551,810,1434,71,1.0,100.7
2551,810,367,24,1.0,100.7
2551,1077,468,51,1.0,100.7
2557,294,2281,25,1.0,101.11
2557,1426,2275,3,1.0,101.11
2557,2114,1488,11,1.0,101.11
2557,2114,780,9,1.0,101.11
2557,1078,746,1,1.0,101.11
2557,2279,2443,6,1.0,101.11
2557,443,1473,1,1.0,101.11
2557,2290,1742,8,1.0,101.11
2557,1830,362,4,1.0,101.11
2557,205,2168,12,1.0,101.11
