prime,A,x0,trials
18249563,16499769,10560160,1485
18249563,4781313,11778532,3322
18249563,10507904,17124059,1372
18249563,14521857,4959276,926
18249563,1823347,1020454,2307
18249563,102442,13966263,12
18249563,6435142,8184163,63
18249563,15227034,15269797,802
18249563,2016981,8671727,332
18249563,7729773,5405481,1733
18455399,12484534,8291448,862
18455399,13584846,1400204,834
18455399,10184984,8715402,1244
18455399,11550053,1008662,413
18455399,7177617,5910167,824
18455399,7461410,4988680,1008
18455399,4628507,12931448,2657
18455399,18218810,17079104,1899
18455399,11297168,3375696,309
18455399,14033696,16184835,57
18662717,10403702,6561471,3000
18662717,14806230,3016717,4852
18662717,6275618,11500981,317
18662717,1858454,9153197,185
18662717,16100625,10670690,121
18662717,2286964,5218557,3153
18662717,12789404,1225430,102
18662717,14124070,6059723,612
18662717,10487220,14292964,82
18662717,11381592,14936166,3321
