prime,A,x0,trials
23714239,1180701,12934868,429
23714239,14900067,6861279,1796
23714239,4380099,2058501,1256
23714239,13618841,8898785,4541
23714239,5798591,2970707,6774
23714239,3476979,8136156,1466
23714239,9163591,10861748,976
23714239,4320084,2027922,137
23714239,11097228,17439799,1389
23714239,7487325,18302332,304
24354193,18906150,20184541,399
24354193,7921420,8517052,4676
24354193,19231692,7573363,2686
24354193,5192293,5018705,209
24354193,860492,24294203,815
24354193,6748467,8540122,4734
24354193,18637634,11269977,4407
24354193,8558908,22803123,1663
24354193,14899640,17088961,542
24354193,5967081,6620980,189
24880171,8561227,12912477,1372
24880171,12523007,4310019,979
24880171,212316,751068,170
24880171,15077603,20630451,2
24880171,6312085,13112322,1295
24880171,1702464,16455728,239
24880171,2227768,24128053,1185
24880171,1983658,11185723,74
24880171,12528301,23256630,917
24880171,5155749,24444042,1430
