prime,A,x0,trials
26304793,20846396,3517605,2654
26304793,339354,20824737,2376
26304793,5692456,6487710,621
26304793,2892728,16793145,350
26304793,8146084,1428141,3
26304793,8779828,23803128,1862
26304793,17780660,12079385,333
26304793,23383544,2337826,309
26304793,19158481,2011539,324
26304793,25259186,6946931,540
26505331,3522045,8054060,2906
26505331,19156336,17561238,182
26505331,3851432,5215275,216
26505331,20760970,9279897,1129
26505331,12001000,15805895,116
26505331,25438686,6449469,60
26505331,18455522,1370109,56
26505331,25289051,17261033,1693
26505331,2806694,25970254,1460
26505331,1819959,3940862,32
27769081,4283338,18398685,851
27769081,2447768,27426954,3818
27769081,5146749,15420329,924
27769081,7003456,4476843,377
27769081,8862378,20357693,960
27769081,27493741,6836526,74
27769081,19372222,8178451,3427
27769081,22933509,16693958,694
27769081,3165994,21628668,540
27769081,9428503,25661670,2046
