prime,A,x0,trials
63247111,58581341,5127038,727
63247111,24861678,55500720,205
63247111,40219119,3317423,1244
63247111,36263080,49562308,1259
63247111,26240471,1231696,86
63247111,24832788,43246909,111
63247111,2707458,27163807,389
63247111,40853499,6002153,916
63247111,44651812,29223360,476
63247111,41056766,53101519,26
64102609,9769748,49524624,2401
64102609,4846427,40691422,2486
64102609,52840875,28340851,4695
64102609,22826037,10053311,1419
64102609,19336230,56885613,2326
64102609,53476949,54096198,300
64102609,48245113,24299319,6051
64102609,55337801,11556669,321
64102609,6806182,36825738,326
64102609,50936812,31417970,167
67197203,967047,12304543,615
67197203,47195825,39137739,6176
67197203,31437459,24719511,387
67197203,6936534,60980376,944
67197203,67156359,65507486,284
67197203,20335418,20822670,86
67197203,14452627,20510457,71
67197203,14543755,30965083,1512
67197203,61379353,47639140,993
67197203,1157173,39013907,2438
