prime,A,x0,trials
79879133,31378264,75422724,3181
79879133,44548742,47721144,37
79879133,28684287,3347800,3516
79879133,66965232,72476104,1294
79879133,61992151,37542007,634
79879133,45698045,63826275,1092
79879133,36031305,53185274,636
79879133,41457114,40423821,802
79879133,16192507,50442613,2728
79879133,43653608,63882699,3550
80604527,49961881,12690542,2483
80604527,70056297,14800921,3420
80604527,70522113,61911449,539
80604527,17403195,77488799,3768
80604527,16255972,46044967,5032
80604527,33442707,32960186,692
80604527,43170534,4389909,1286
80604527,68874370,60360590,5351
80604527,44405819,34240305,404
80604527,40921045,16127982,36
80975767,44827289,21691932,254
80975767,15049869,26481373,691
80975767,6981008,9928218,1848
80975767,4664401,30485887,558
80975767,61916165,59679869,1143
80975767,31896353,3777982,4089
80975767,65382554,79873675,364
80975767,32085680,59385574,3923
80975767,27452790,23166477,243
80975767,60581857,21064645,8177
