prime,A,x0,trials
20957707,4177253,5998239,349
20957707,1188334,7996500,2133
20957707,2235658,2667207,344
20957707,11294735,13555137,105
20957707,13810483,5466704,1357
20957707,6109075,7008549,231
20957707,3749372,17493869,380
20957707,13467337,9404918,501
20957707,5994547,17113640,38
20957707,18340243,5968613,263
21051029,17716278,18952026,254
21051029,403035,14556484,202
21051029,5862159,16415613,3971
21051029,5081717,3215176,1321
21051029,6655617,18840894,1347
21051029,18294720,11465124,867
21051029,8130448,5032932,6148
21051029,6712597,8165324,1319
21051029,17733722,10350418,919
21051029,19594654,8367993,199
21258437,13749517,2088882,498
21258437,5941019,8231323,930
21258437,7201563,11385533,3126
21258437,6011933,2013858,157
21258437,19129536,1777672,940
21258437,10066291,12191626,2446
21258437,4372431,6674496,290
21258437,20130210,4639525,2145
21258437,5613251,10828056,3485
21258437,9700553,20883960,1698
