prime,A,x0,trials
52468739,47387223,47743999,1361
52468739,34760564,45608620,426
52468739,32404411,43707020,2155
52468739,44832694,37562192,1012
52468739,49206191,29836283,876
52468739,36140487,28624599,189
52468739,19678525,41684812,897
52468739,45249089,34025133,148
52468739,29798867,18277143,307
52468739,24712270,27315294,2418
52507073,20539721,46187639,2443
52507073,22704323,12165620,1378
52507073,48151020,11177442,1493
52507073,1873164,1874038,1738
52507073,50064279,32613986,1658
52507073,36633324,36762240,2005
52507073,40509799,28466977,594
52507073,47754757,48410776,1390
52507073,41125572,21582723,556
52507073,30399994,13124750,2304
52606513,25724874,28115624,804
52606513,11238011,20693325,46
52606513,23270322,49758294,3107
52606513,2655115,472048,36
52606513,21436585,33531478,13776
52606513,31620580,23189157,47
52606513,6736437,8038158,339
52606513,45284019,32965463,322
52606513,16311132,35058671,1043
52606513,17998020,11456281,190
