prime,A,x0,trials
12521797,9998969,5885074,178
12521797,2857078,7387818,1994
12521797,10419507,3350914,493
12521797,5570758,770596,1739
12521797,12373543,1616988,797
12521797,3300798,6193933,587
12521797,7693584,4763568,222
12521797,10523920,4324621,36
12521797,2266148,11858314,874
12521797,11346208,12042365,142
12773381,7060318,2413361,299
12773381,1227611,11327031,235
12773381,3501345,6055380,29
12773381,9697871,10934393,16
12773381,11680542,2053067,99
12773381,657997,1681059,82
12773381,2907108,10833221,552
12773381,11706327,10914558,261
12773381,3335512,2876948,619
12773381,1171374,906925,9
13120183,1996615,4759672,580
13120183,11355420,6920245,282
13120183,8374262,12763901,6
13120183,11071604,6280138,1356
13120183,472753,8525903,572
13120183,2160284,1713367,299
13120183,11362314,4606858,90
13120183,4902816,9796331,977
13120183,460278,11148922,732
13120183,9571445,9296158,751
