prime,A,x0,trials,param_a_count,param_b_avg
967,437,926,5,2.0,44.37
967,350,572,11,2.0,44.37
967,104,159,6,2.0,44.37
967,113,90,5,2.0,44.37
967,57,895,19,2.0,44.37
967,68,962,11,2.0,44.37
967,497,52,10,2.0,44.37
967,42,447,14,2.0,44.37
967,63,316,1,2.0,44.37
967,734,873,1,2.0,44.37
971,647,363,13,2.0,47.75
971,172,291,4,2.0,47.75
971,101,372,5,2.0,47.75
971,81,800,1,2.0,47.75
971,620,253,5,2.0,47.75
971,257,405,24,2.0,47.75
971,116,594,1,2.0,47.75
971,667,836,2,2.0,47.75
971,787,240,6,2.0,47.75
971,10,707,14,2.0,47.75
977,921,469,4,2.0,51.1
977,368,325,7,2.0,51.1
977,753,886,7,2.0,51.1
977,217,594,6,2.0,51.1
977,159,294,6,2.0,51.1
977,745,797,8,2.0,51.1
977,279,170,3,2.0,51.1
977,745,918,3,2.0,51.1
977,843,958,10,2.0,51.1
977,926,326,3,2.0,51.1
