prime,A,x0,trials,param_a_count,param_b_avg
271,70,201,4,2.0,28.77
271,62,245,4,2.0,28.77
271,223,149,1,2.0,28.77
271,168,120,2,2.0,28.77
271,199,23,13,2.0,28.77
271,72,174,14,2.0,28.77
271,33,92,1,2.0,28.77
271,51,120,1,2.0,28.77
271,147,257,5,2.0,28.77
271,66,50,4,2.0,28.77
277,160,73,6,2.0,28.36
277,220,267,1,2.0,28.36
277,177,65,1,2.0,28.36
277,93,157,1,2.0,28.36
277,197,19,1,2.0,28.36
277,21,69,5,2.0,28.36
277,81,236,5,2.0,28.36
277,197,219,2,2.0,28.36
277,160,179,3,2.0,28.36
277,32,247,1,2.0,28.36
281,234,5,3,2.0,27.08
281,233,197,14,2.0,27.08
281,97,56,9,2.0,27.08
281,267,196,1,2.0,27.08
281,14,169,2,2.0,27.08
281,153,44,2,2.0,27.08
281,234,167,3,2.0,27.08
281,107,189,17,2.0,27.08
281,174,142,7,2.0,27.08
281,48,164,7,2.0,27.08
