prime,A,x0,trials,param_a_count,param_b_avg
907,62,876,2,2.0,44.71
907,222,269,3,2.0,44.71
907,753,384,1,2.0,44.71
907,857,260,4,2.0,44.71
907,115,539,4,2.0,44.71
907,613,530,2,2.0,44.71
907,513,788,10,2.0,44.71
907,579,419,3,2.0,44.71
907,86,137,2,2.0,44.71
907,664,819,1,2.0,44.71
919,733,156,13,2.0,50.62
919,88,37,33,2.0,50.62
919,634,201,6,2.0,50.62
919,465,60,3,2.0,50.62
919,53,743,7,2.0,50.62
919,286,72,8,2.0,50.62
919,347,240,6,2.0,50.62
919,665,408,11,2.0,50.62
919,271,64,5,2.0,50.62
919,882,606,9,2.0,50.62
937,31,139,13,2.0,50.84
937,703,727,14,2.0,50.84
937,234,924,9,2.0,50.84
937,839,309,7,2.0,50.84
937,674,667,2,2.0,50.84
937,317,873,11,2.0,50.84
937,734,927,8,2.0,50.84
937,16,665,8,2.0,50.84
937,345,255,11,2.0,50.84
937,216,618,11,2.0,50.84
