prime,A,x0,trials,param_a_count,param_b_avg
661,509,495,10,2.0,38.07
661,562,506,6,2.0,38.07
661,524,393,19,2.0,38.07
661,581,256,7,2.0,38.07
661,78,62,5,2.0,38.07
661,222,607,5,2.0,38.07
661,315,421,12,2.0,38.07
661,165,536,14,2.0,38.07
661,524,565,18,2.0,38.07
661,188,587,6,2.0,38.07
691,270,200,13,2.0,29.47
691,101,315,4,2.0,29.47
691,681,103,39,2.0,29.47
691,231,354,10,2.0,29.47
691,561,250,15,2.0,29.47
691,10,656,14,2.0,29.47
691,321,497,13,2.0,29.47
691,495,305,27,2.0,29.47
691,506,630,18,2.0,29.47
691,681,319,81,2.0,29.47
709,658,602,3,1.0,52.92
709,635,372,16,1.0,52.92
709,316,83,19,1.0,52.92
709,688,216,22,1.0,52.92
709,41,418,33,1.0,52.92
709,21,703,31,1.0,52.92
709,456,42,73,1.0,52.92
709,668,411,1,1.0,52.92
709,645,18,23,1.0,52.92
709,253,415,10,1.0,52.92
