prime,A,x0,trials,param_a_count,param_b_avg
223,208,39,52,1.0,29.87
223,131,187,2,1.0,29.87
223,113,166,13,1.0,29.87
223,92,219,33,1.0,29.87
223,131,56,70,1.0,29.87
223,131,4,56,1.0,29.87
223,15,165,10,1.0,29.87
223,15,204,17,1.0,29.87
223,131,87,8,1.0,29.87
223,208,206,18,1.0,29.87
229,220,58,4,2.0,22.58
229,207,87,9,2.0,22.58
229,104,38,4,2.0,22.58
229,46,3,3,2.0,22.58
229,220,36,2,2.0,22.58
229,220,202,3,2.0,22.58
229,5,31,3,2.0,22.58
229,182,212,4,2.0,22.58
229,3,100,3,2.0,22.58
229,44,132,6,2.0,22.58
241,129,190,6,2.0,26.51
241,95,199,4,2.0,26.51
241,80,214,3,2.0,26.51
241,38,82,3,2.0,26.51
241,237,87,3,2.0,26.51
241,112,184,3,2.0,26.51
241,157,206,8,2.0,26.51
241,231,102,4,2.0,26.51
241,112,71,3,2.0,26.51
241,27,231,2,2.0,26.51
