prime,A,x0,trials,param_a_count,param_b_avg
251,132,219,4,2.0,23.13
251,203,193,1,2.0,23.13
251,104,115,8,2.0,23.13
251,195,111,1,2.0,23.13
251,12,21,5,2.0,23.13
251,101,220,3,2.0,23.13
251,121,214,5,2.0,23.13
251,46,58,1,2.0,23.13
251,78,5,13,2.0,23.13
251,225,31,1,2.0,23.13
257,168,43,2,2.0,21.66
257,15,137,3,2.0,21.66
257,58,202,1,2.0,21.66
257,13,225,4,2.0,21.66
257,80,217,8,2.0,21.66
257,126,199,5,2.0,21.66
257,177,103,1,2.0,21.66
257,253,173,5,2.0,21.66
257,247,104,9,2.0,21.66
257,23,211,12,2.0,21.66
263,179,11,4,2.0,26.62
263,181,226,7,2.0,26.62
263,60,120,4,2.0,26.62
263,215,14,4,2.0,26.62
263,103,160,1,2.0,26.62
263,170,10,2,2.0,26.62
263,109,85,3,2.0,26.62
263,151,175,5,2.0,26.62
263,249,162,5,2.0,26.62
263,184,24,4,2.0,26.62
