prime,A,x0,trials,param_a_count,param_b_avg
103,56,22,2,1.0,18.65
103,39,3,1,1.0,18.65
103,56,21,7,1.0,18.65
103,59,37,2,1.0,18.65
103,23,87,8,1.0,18.65
103,91,7,11,1.0,18.65
103,47,66,16,1.0,18.65
103,12,75,9,1.0,18.65
103,12,44,12,1.0,18.65
103,59,95,1,1.0,18.65
107,28,46,3,2.0,11.07
107,79,61,13,2.0,11.07
107,8,2,10,2.0,11.07
107,33,3,2,2.0,11.07
107,42,93,5,2.0,11.07
107,33,105,6,2.0,11.07
107,45,60,2,2.0,11.07
107,65,49,8,2.0,11.07
107,8,88,1,2.0,11.07
107,62,81,9,2.0,11.07
109,81,89,11,2.0,13.04
109,37,55,2,2.0,13.04
109,24,77,11,2.0,13.04
109,85,10,15,2.0,13.04
109,85,65,2,2.0,13.04
109,27,83,15,2.0,13.04
109,41,99,5,2.0,13.04
109,93,37,8,2.0,13.04
109,24,96,1,2.0,13.04
109,68,86,3,2.0,13.04
