prime,A,x0,trials,param_a_count,param_b_avg
331,269,3,3,2.0,32.37
331,263,257,1,2.0,32.37
331,257,94,17,2.0,32.37
331,17,55,7,2.0,32.37
331,67,252,2,2.0,32.37
331,14,234,17,2.0,32.37
331,257,46,11,2.0,32.37
331,230,228,7,2.0,32.37
331,262,214,4,2.0,32.37
331,287,87,6,2.0,32.37
337,164,170,12,2.0,32.97
337,130,172,5,2.0,32.97
337,18,118,8,2.0,32.97
337,207,85,2,2.0,32.97
337,314,87,3,2.0,32.97
337,181,214,1,2.0,32.97
337,206,244,1,2.0,32.97
337,210,101,18,2.0,32.97
337,131,166,6,2.0,32.97
337,275,270,65,2.0,32.97
359,77,260,8,2.0,33.18
359,49,269,1,2.0,33.18
359,218,189,5,2.0,33.18
359,186,189,1,2.0,33.18
359,37,12,4,2.0,33.18
359,98,201,2,2.0,33.18
359,235,228,7,2.0,33.18
359,106,346,1,2.0,33.18
359,145,44,4,2.0,33.18
359,345,70,1,2.0,33.18
