prime,A,x0,trials,param_a_count,param_b_avg
137,134,107,20,2.0,14.58
137,56,66,7,2.0,14.58
137,63,11,1,2.0,14.58
137,106,122,7,2.0,14.58
137,81,89,3,2.0,14.58
137,124,72,2,2.0,14.58
137,56,16,1,2.0,14.58
137,124,101,4,2.0,14.58
137,12,105,3,2.0,14.58
137,97,32,2,2.0,14.58
139,79,35,3,2.0,16.39
139,79,129,1,2.0,16.39
139,94,52,13,2.0,16.39
139,4,33,4,2.0,16.39
139,36,60,1,2.0,16.39
139,135,80,3,2.0,16.39
139,96,108,6,2.0,16.39
139,3,6,7,2.0,16.39
139,18,92,2,2.0,16.39
139,45,126,7,2.0,16.39
149,59,84,9,2.0,16.43
149,65,77,1,2.0,16.43
149,19,52,2,2.0,16.43
149,65,108,3,2.0,16.43
149,125,137,8,2.0,16.43
149,130,97,14,2.0,16.43
149,42,65,6,2.0,16.43
149,97,32,6,2.0,16.43
149,130,106,2,2.0,16.43
149,33,5,15,2.0,16.43
