prime,A,x0,trials,param_a_count,param_b_avg
487,448,469,3,2.0,27.85
487,150,449,5,2.0,27.85
487,431,57,3,2.0,27.85
487,90,109,6,2.0,27.85
487,76,430,3,2.0,27.85
487,192,236,4,2.0,27.85
487,169,100,6,2.0,27.85
487,47,288,2,2.0,27.85
487,345,322,2,2.0,27.85
487,150,309,2,2.0,27.85
499,378,184,13,1.0,43.03
499,245,405,14,1.0,43.03
499,153,170,4,1.0,43.03
499,489,52,2,1.0,43.03
499,131,232,20,1.0,43.03
499,12,470,3,1.0,43.03
499,114,145,1,1.0,43.03
499,225,137,4,1.0,43.03
499,368,110,2,1.0,43.03
499,487,413,9,1.0,43.03
503,73,351,7,1.0,44.14
503,320,56,1,1.0,44.14
503,12,341,10,1.0,44.14
503,53,268,2,1.0,44.14
503,321,103,4,1.0,44.14
503,187,464,5,1.0,44.14
503,64,83,5,1.0,44.14
503,176,10,2,1.0,44.14
503,456,2,1,1.0,44.14
503,42,353,3,1.0,44.14
