prime,A,x0,trials,param_a_count,param_b_avg
443,175,229,5,3.0,31.72
443,213,440,2,3.0,31.72
443,436,303,2,3.0,31.72
443,186,49,5,3.0,31.72
443,289,70,7,3.0,31.72
443,82,386,4,3.0,31.72
443,344,196,8,3.0,31.72
443,124,205,2,3.0,31.72
443,7,191,1,3.0,31.72
443,187,403,1,3.0,31.72
457,419,105,8,3.0,28.74
457,108,179,1,3.0,28.74
457,376,395,10,3.0,28.74
457,214,82,1,3.0,28.74
457,353,255,12,3.0,28.74
457,315,378,1,3.0,28.74
457,250,22,2,3.0,28.74
457,379,226,2,3.0,28.74
457,194,164,4,3.0,28.74
457,237,233,3,3.0,28.74
461,183,419,7,2.0,39.79
461,426,153,36,2.0,39.79
461,409,269,6,2.0,39.79
461,329,386,1,2.0,39.79
461,309,305,9,2.0,39.79
461,130,36,29,2.0,39.79
461,235,24,3,2.0,39.79
461,152,16,6,2.0,39.79
461,331,425,25,2.0,39.79
461,130,100,1,2.0,39.79
