prime,A,x0,trials,param_a_count,param_b_avg
617,392,419,3,2.0,35.54
617,73,190,51,2.0,35.54
617,219,213,8,2.0,35.54
617,286,424,2,2.0,35.54
617,14,153,7,2.0,35.54
617,457,70,4,2.0,35.54
617,406,156,86,2.0,35.54
617,418,123,6,2.0,35.54
617,542,316,26,2.0,35.54
617,389,26,11,2.0,35.54
631,166,223,17,1.0,49.6
631,310,596,11,1.0,49.6
631,284,608,3,1.0,49.6
631,246,28,23,1.0,49.6
631,328,31,3,1.0,49.6
631,304,258,1,1.0,49.6
631,581,301,2,1.0,49.6
631,445,554,1,1.0,49.6
631,55,456,8,1.0,49.6
631,610,517,3,1.0,49.6
643,582,591,19,1.0,50.56
643,389,425,2,1.0,50.56
643,457,573,11,1.0,50.56
643,559,475,20,1.0,50.56
643,46,284,3,1.0,50.56
643,286,242,9,1.0,50.56
643,315,613,1,1.0,50.56
643,636,3,7,1.0,50.56
643,199,633,3,1.0,50.56
643,597,477,2,1.0,50.56
