prime,A,x0,trials,param_a_count,param_b_avg
191,7,59,8,1.0,27.64
191,24,123,4,1.0,27.64
191,21,129,5,1.0,27.64
191,64,11,4,1.0,27.64
191,77,117,7,1.0,27.64
191,185,85,13,1.0,27.64
191,177,74,4,1.0,27.64
191,34,50,2,1.0,27.64
191,170,134,2,1.0,27.64
191,157,149,13,1.0,27.64
197,91,182,2,2.0,19.0
197,177,179,3,2.0,19.0
197,63,131,1,2.0,19.0
197,155,171,6,2.0,19.0
197,110,127,7,2.0,19.0
197,167,116,2,2.0,19.0
197,134,73,1,2.0,19.0
197,36,39,6,2.0,19.0
197,134,66,6,2.0,19.0
197,13,61,2,2.0,19.0
199,41,70,12,2.0,20.94
199,5,29,2,2.0,20.94
199,144,126,2,2.0,20.94
199,5,124,3,2.0,20.94
199,148,192,1,2.0,20.94
199,41,112,2,2.0,20.94
199,156,102,4,2.0,20.94
199,87,184,2,2.0,20.94
199,163,125,7,2.0,20.94
199,122,180,3,2.0,20.94
